Car_ID,Brand,Model_Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Horsepower,Price
746,Ford,2008,2.1,Diesel,Manual,55044,2,3,261,40519.8
747,BMW,2021,1.8,Electric,Manual,62730,4,3,302,51960.5
748,Tesla,2005,1.7,Electric,Manual,30825,2,3,167,33526.75
749,Toyota,2022,2.4,Electric,Manual,42271,3,1,103,46737.45
750,Toyota,2021,2.7,Hybrid,Manual,82256,2,2,312,54093.2
751,Toyota,2019,4.3,Diesel,Manual,182804,4,2,128,46596.8
752,Hyundai,2015,1.5,Electric,Manual,71433,2,3,328,43468.35
753,Ford,2017,3.9,Hybrid,Automatic,106999,4,1,86,44665.05
754,Hyundai,2005,3.1,Diesel,Automatic,28572,2,2,147,41073.4
755,Ford,2021,2.2,Diesel,Manual,43546,3,4,275,52581.7
756,Hyundai,2010,3.0,Hybrid,Automatic,151222,2,2,371,46554.9
757,Hyundai,2008,2.2,Diesel,Manual,59165,3,3,235,37167.75
758,Tesla,2020,3.4,Hybrid,Manual,68690,4,4,360,61361.5
759,BMW,2019,2.7,Electric,Manual,189736,3,1,181,41579.2
760,Hyundai,2019,1.7,Hybrid,Manual,41948,4,4,386,52241.6
761,Tesla,2010,1.5,Diesel,Automatic,173102,4,4,214,30900.9
762,Honda,2019,3.2,Electric,Automatic,32007,3,3,225,52945.65
763,BMW,2018,4.6,Electric,Automatic,105819,3,2,247,60584.05
764,Hyundai,2015,2.4,Petrol,Automatic,96207,2,1,205,41817.65
765,Toyota,2011,3.9,Petrol,Manual,81772,2,4,384,55876.4
766,Honda,2013,3.6,Diesel,Automatic,27024,3,3,87,43669.8
767,Honda,2020,4.7,Hybrid,Manual,175456,3,2,224,53973.2
768,Tesla,2009,4.3,Hybrid,Manual,87912,3,4,341,51361.4
769,Honda,2014,3.3,Diesel,Automatic,154229,3,3,335,46847.55
770,BMW,2022,3.6,Electric,Manual,90481,4,3,85,48096.95
771,Hyundai,2007,4.6,Diesel,Automatic,93553,3,3,81,41855.35
772,Hyundai,2017,2.6,Diesel,Automatic,137828,3,1,144,41508.6
773,Toyota,2015,2.3,Electric,Automatic,107488,3,2,281,48693.6
774,Tesla,2021,1.0,Hybrid,Automatic,101741,3,4,248,41355.95
775,Toyota,2017,4.3,Diesel,Automatic,194123,4,2,198,47298.85
776,Honda,2010,4.2,Hybrid,Manual,83210,2,2,352,58232.5
777,Toyota,2021,1.4,Diesel,Automatic,179166,2,4,264,37346.7
778,BMW,2017,3.3,Electric,Automatic,140607,2,2,337,56620.65
779,Hyundai,2023,2.9,Electric,Manual,192107,2,1,99,46071.65
780,Honda,2023,1.5,Petrol,Automatic,52367,2,4,78,37139.65
781,Toyota,2014,4.9,Electric,Automatic,153190,4,4,378,56893.5
782,Tesla,2007,1.9,Petrol,Manual,195884,2,3,379,39525.8
783,BMW,2018,1.3,Diesel,Manual,64884,4,2,234,43023.8
784,BMW,2023,3.4,Hybrid,Automatic,149352,4,4,262,53570.4
785,Toyota,2009,4.0,Electric,Manual,150818,2,4,374,50036.1
786,Hyundai,2009,1.1,Electric,Automatic,107572,2,1,329,37401.4
787,Toyota,2021,3.6,Electric,Manual,58251,2,3,261,56728.45
788,Honda,2014,3.1,Diesel,Automatic,89821,3,4,148,41211.95
789,Toyota,2009,1.4,Petrol,Automatic,88583,4,1,248,36141.85
790,BMW,2008,1.7,Diesel,Automatic,15207,2,4,160,31205.65
791,Toyota,2010,3.3,Hybrid,Manual,32757,3,4,284,51337.15
792,Hyundai,2008,2.2,Diesel,Automatic,152298,4,4,148,27019.1
793,Tesla,2011,4.8,Hybrid,Manual,197479,3,1,172,43731.05
794,Ford,2011,4.3,Electric,Automatic,163278,3,2,180,44969.1
795,Toyota,2022,4.9,Hybrid,Automatic,156328,2,4,383,66683.6
796,Hyundai,2007,2.0,Hybrid,Automatic,38822,4,4,316,40172.9
797,Hyundai,2005,4.9,Petrol,Automatic,46340,3,2,303,53865.0
798,Tesla,2008,2.7,Hybrid,Automatic,188306,4,4,151,32725.699999999997
799,BMW,2010,2.4,Hybrid,Manual,48351,2,3,201,40777.45
800,Hyundai,2013,1.2,Diesel,Manual,111311,4,4,304,38154.45
801,Hyundai,2018,1.2,Electric,Manual,184743,3,3,347,44098.85
802,Hyundai,2016,3.8,Diesel,Automatic,80320,3,2,168,47891.0
803,Hyundai,2008,2.8,Diesel,Automatic,107565,4,1,107,32549.75
804,Honda,2016,1.9,Electric,Manual,171229,3,2,230,41405.55
805,Honda,2014,3.5,Electric,Automatic,24937,3,4,186,50944.15
806,BMW,2011,2.0,Hybrid,Automatic,190362,3,3,310,34893.9
807,Toyota,2007,3.3,Hybrid,Automatic,182779,2,1,95,30467.050000000003
808,Hyundai,2018,2.4,Petrol,Manual,16219,2,4,205,45735.05
809,Tesla,2014,4.3,Diesel,Manual,14399,3,1,119,52798.05
810,Toyota,2020,4.3,Electric,Manual,131733,4,1,363,61221.35
811,Tesla,2020,2.9,Hybrid,Manual,163729,2,4,367,50448.55
812,Toyota,2014,2.4,Electric,Manual,25047,4,2,362,52850.65
813,BMW,2017,2.5,Hybrid,Automatic,90693,3,4,223,43554.35
814,Hyundai,2010,4.2,Petrol,Automatic,105931,3,4,289,50321.45
815,Hyundai,2016,2.3,Petrol,Automatic,180963,4,2,209,38999.85
816,Ford,2013,1.8,Electric,Automatic,142852,2,3,118,32235.4
817,Tesla,2017,1.3,Petrol,Manual,32050,4,4,211,39589.5
818,Toyota,2008,2.9,Electric,Manual,78551,4,1,115,38930.45
819,Toyota,2015,2.9,Hybrid,Automatic,73666,3,4,232,47770.7
820,Honda,2022,4.4,Diesel,Manual,87016,2,4,354,64103.2
821,Ford,2015,1.9,Petrol,Automatic,118135,4,1,337,45017.25
822,Honda,2008,2.5,Hybrid,Automatic,58010,2,2,185,39287.5
823,Honda,2022,4.2,Diesel,Automatic,43165,3,3,151,55372.75
824,Honda,2005,4.3,Diesel,Automatic,16528,2,3,113,46225.6
825,Tesla,2011,2.5,Diesel,Manual,125840,3,1,263,41380.0
826,Tesla,2010,2.8,Hybrid,Automatic,185680,2,2,327,42540.0
827,BMW,2019,2.2,Hybrid,Manual,141986,4,4,342,46701.7
828,BMW,2022,4.7,Electric,Automatic,42136,3,4,343,66001.2
829,Honda,2015,1.5,Diesel,Automatic,147251,4,4,347,42061.45
830,Ford,2019,4.7,Diesel,Automatic,91008,3,4,152,54478.6
831,Toyota,2020,3.7,Diesel,Automatic,17076,2,4,127,51961.2
832,Tesla,2011,3.1,Electric,Manual,128911,2,1,122,39145.45
833,Ford,2014,1.1,Diesel,Automatic,160855,3,4,70,22753.25
834,Hyundai,2016,2.9,Hybrid,Manual,121625,3,4,285,46029.75
835,Tesla,2018,2.6,Diesel,Automatic,182788,3,2,386,51082.6
836,Tesla,2009,1.6,Petrol,Automatic,55298,2,4,297,38884.1
837,BMW,2022,3.6,Hybrid,Automatic,59304,3,3,323,61175.8
838,Toyota,2009,4.9,Electric,Manual,84360,3,1,228,53557.0
839,Toyota,2007,3.2,Diesel,Automatic,74835,4,1,356,49841.25
840,Hyundai,2009,3.9,Petrol,Automatic,117424,3,1,135,39854.8
841,Hyundai,2021,1.3,Electric,Automatic,144190,4,3,378,48872.5
842,Tesla,2023,2.7,Electric,Automatic,61911,4,4,164,49608.45
843,Honda,2023,1.5,Hybrid,Automatic,108088,4,1,322,50673.6
844,BMW,2016,3.5,Electric,Manual,20185,2,3,219,54582.75
845,BMW,2013,4.8,Electric,Manual,177864,4,2,92,45612.8
846,Tesla,2005,3.6,Electric,Automatic,55613,3,4,313,47946.35
847,Ford,2022,1.3,Electric,Automatic,169999,2,3,284,43968.05
848,Honda,2008,2.4,Diesel,Manual,5386,2,4,200,38250.7
849,Tesla,2014,3.2,Diesel,Automatic,35020,2,2,217,52067.0
850,Honda,2011,2.6,Diesel,Manual,47678,2,3,178,43781.1
851,Honda,2005,4.3,Diesel,Automatic,66394,2,4,109,39153.3
852,Honda,2021,4.3,Petrol,Automatic,120377,2,3,190,57200.15
853,Tesla,2006,3.4,Diesel,Manual,126716,2,1,364,49034.2
854,BMW,2015,2.5,Electric,Automatic,192486,4,4,189,37707.7
855,BMW,2013,2.0,Diesel,Manual,190888,3,3,87,27113.6
856,Honda,2011,1.4,Diesel,Manual,60918,3,1,238,40174.1
857,Ford,2021,2.4,Hybrid,Manual,120640,4,2,267,51425.0
858,Toyota,2021,2.7,Electric,Automatic,198766,4,4,212,44457.7
859,Tesla,2006,3.7,Diesel,Manual,165527,2,4,106,34073.65
860,Toyota,2010,3.6,Diesel,Manual,109446,2,2,255,47382.7
861,Ford,2018,1.3,Diesel,Automatic,174807,4,1,330,41156.65
862,Tesla,2010,2.6,Petrol,Automatic,99702,2,2,300,45601.9
863,Honda,2006,1.7,Diesel,Automatic,110509,3,4,323,38371.55
864,BMW,2005,1.6,Hybrid,Automatic,98608,3,3,398,41162.6
865,Toyota,2014,4.3,Electric,Automatic,119310,2,1,366,59447.5
866,Hyundai,2009,1.2,Electric,Automatic,148181,2,1,79,25540.95
867,Hyundai,2006,2.7,Diesel,Manual,50802,2,1,393,47871.9
868,Ford,2020,1.7,Diesel,Automatic,39622,3,2,299,51228.9
869,Honda,2006,4.5,Diesel,Manual,114935,2,2,93,40660.25
870,Toyota,2014,3.2,Electric,Automatic,122919,4,3,147,38676.05
871,Honda,2006,1.9,Electric,Manual,138669,2,3,262,31616.550000000003
872,Toyota,2020,3.0,Petrol,Manual,176669,4,1,178,48273.55
873,Ford,2020,3.9,Hybrid,Automatic,177026,2,3,349,57487.7
874,Ford,2023,4.8,Petrol,Automatic,74519,2,2,332,66292.05
875,Hyundai,2011,1.9,Hybrid,Manual,192187,3,3,398,40206.65
876,Honda,2016,4.5,Petrol,Automatic,179223,4,2,337,57366.85
877,Tesla,2019,4.7,Electric,Automatic,153112,4,3,328,63021.4
878,Hyundai,2012,4.7,Petrol,Manual,49772,4,4,154,51392.4
879,Honda,2010,3.5,Hybrid,Manual,127431,3,2,79,34489.45
880,Hyundai,2014,3.5,Diesel,Manual,101090,4,4,358,51286.5
881,Tesla,2007,2.6,Hybrid,Automatic,199904,3,2,371,40825.8
882,BMW,2023,4.0,Diesel,Automatic,163988,2,3,128,49379.6
883,BMW,2021,3.1,Electric,Automatic,49871,2,4,377,60280.45
884,BMW,2011,3.7,Hybrid,Automatic,31372,4,3,331,57780.4
885,BMW,2008,2.7,Petrol,Manual,197779,2,2,354,39225.05
886,Toyota,2018,3.9,Hybrid,Automatic,44080,2,4,188,50302.0
887,BMW,2019,4.3,Diesel,Manual,111242,4,1,237,55934.9
888,Tesla,2012,1.6,Electric,Automatic,47722,2,3,258,40554.9
889,Ford,2019,4.3,Petrol,Automatic,34048,4,2,320,63825.600000000006
890,Ford,2018,3.2,Hybrid,Manual,90205,4,4,393,58137.75
891,Toyota,2013,4.4,Diesel,Automatic,145849,2,3,298,52174.55
892,BMW,2012,2.7,Petrol,Automatic,59711,2,4,259,47832.45
893,BMW,2021,2.5,Electric,Manual,172403,2,3,385,55855.85
894,BMW,2006,4.7,Petrol,Automatic,25968,2,3,193,52307.6
895,Hyundai,2007,2.0,Electric,Manual,190041,2,3,153,29690.949999999997
896,Honda,2012,4.4,Petrol,Manual,16292,3,4,366,59741.4
897,Hyundai,2016,2.9,Hybrid,Manual,176866,2,4,284,42257.7
898,Honda,2005,3.1,Diesel,Manual,84459,3,3,306,46016.05
899,BMW,2014,2.2,Hybrid,Automatic,55192,4,1,182,41251.4
900,BMW,2007,3.3,Hybrid,Automatic,163775,2,1,286,45288.25
901,Hyundai,2010,2.3,Electric,Automatic,89193,2,1,390,47743.35
902,Hyundai,2011,1.2,Electric,Manual,74165,2,2,315,39232.75
903,Honda,2022,2.1,Electric,Automatic,72650,4,1,388,58563.5
904,Ford,2015,1.0,Hybrid,Automatic,192588,3,4,106,24942.6
905,Honda,2023,4.9,Petrol,Automatic,134858,3,1,133,59732.1
906,Hyundai,2009,4.9,Petrol,Automatic,106398,2,4,288,52911.1
907,Tesla,2023,2.6,Hybrid,Manual,102885,2,2,103,46135.75
908,Hyundai,2015,3.9,Hybrid,Manual,158329,2,4,108,40649.55
909,Tesla,2016,2.4,Diesel,Automatic,105588,2,4,136,35869.6
910,Toyota,2014,3.7,Electric,Manual,108356,4,4,278,51923.2
911,Hyundai,2012,4.2,Electric,Automatic,88509,2,1,387,61506.55
912,Toyota,2013,4.8,Hybrid,Automatic,56672,4,3,221,53860.4
913,Ford,2008,2.6,Hybrid,Automatic,199380,2,4,268,35717.0
914,Honda,2009,4.1,Petrol,Manual,27113,3,1,158,50256.35
915,Tesla,2012,2.1,Hybrid,Automatic,5694,3,1,317,50214.3
916,Honda,2013,5.0,Petrol,Manual,20588,2,1,392,69174.6
917,Toyota,2019,1.1,Hybrid,Manual,197828,2,3,148,29053.6
918,Tesla,2019,3.4,Diesel,Automatic,197214,4,3,354,54584.3
919,Honda,2020,3.6,Diesel,Manual,69373,2,3,399,60524.350000000006
920,Hyundai,2018,3.8,Petrol,Manual,90603,2,3,101,49596.85
921,BMW,2012,1.5,Electric,Automatic,11704,2,2,156,35972.8
922,Toyota,2022,4.8,Diesel,Manual,45136,3,3,108,59566.2
923,Honda,2014,1.7,Petrol,Manual,72507,4,3,170,38504.65
924,Toyota,2010,3.5,Hybrid,Automatic,52361,3,3,313,51398.95
925,Toyota,2016,1.9,Hybrid,Automatic,63847,4,4,301,48300.65
926,Tesla,2006,2.2,Petrol,Manual,111359,3,4,137,31858.050000000003
927,Tesla,2011,3.2,Electric,Automatic,147513,2,3,261,45767.35
928,BMW,2020,2.7,Petrol,Automatic,123906,3,2,97,42801.7
929,Hyundai,2007,1.6,Petrol,Manual,19677,3,4,339,43804.15
930,Toyota,2017,1.7,Diesel,Manual,32818,4,1,295,49991.1
931,Honda,2007,2.7,Petrol,Automatic,6868,4,4,146,36747.6
932,Ford,2022,4.0,Petrol,Manual,88591,3,1,292,61995.45
933,Toyota,2015,4.6,Hybrid,Automatic,128962,4,4,236,52417.9
934,Toyota,2012,1.3,Diesel,Automatic,72264,4,3,353,46087.8
935,BMW,2010,2.6,Hybrid,Manual,78168,4,4,261,41088.6
936,Hyundai,2005,1.4,Hybrid,Manual,148115,4,3,158,22859.25
937,Ford,2005,1.1,Electric,Automatic,76939,4,3,101,23833.05
938,Tesla,2012,3.6,Electric,Automatic,20732,3,4,206,50396.4
939,Tesla,2009,3.4,Diesel,Automatic,60244,4,1,225,49984.8
940,Honda,2020,1.7,Diesel,Automatic,154598,2,1,319,49241.1
941,Ford,2015,1.9,Electric,Manual,14340,3,4,164,38950.0
942,Tesla,2009,1.1,Electric,Automatic,27394,3,3,86,27034.3
943,Honda,2008,4.3,Electric,Manual,103557,3,1,186,44507.15
944,Hyundai,2010,4.9,Electric,Manual,140174,4,2,380,57246.3
945,Honda,2018,1.5,Electric,Automatic,24159,2,3,79,38272.05
946,Tesla,2023,1.9,Hybrid,Manual,127366,4,4,149,40949.7
947,BMW,2013,4.5,Diesel,Manual,11212,3,3,203,54068.4
948,BMW,2016,4.7,Hybrid,Automatic,42405,3,2,272,61574.75
949,BMW,2015,2.7,Hybrid,Manual,135632,3,2,185,44960.4
950,Tesla,2018,1.2,Petrol,Manual,82061,3,1,289,42796.95
951,BMW,2020,1.2,Hybrid,Automatic,99296,4,2,322,49288.2
952,Ford,2005,3.3,Electric,Automatic,60186,2,3,238,41049.7
953,Hyundai,2017,2.6,Electric,Automatic,180311,2,1,385,54542.45
954,Honda,2017,1.1,Petrol,Automatic,128145,3,2,274,41692.75
955,Honda,2006,3.3,Petrol,Automatic,15532,2,1,367,53660.4
956,Tesla,2008,1.0,Petrol,Automatic,71540,3,1,317,40862.0
957,BMW,2010,4.1,Petrol,Automatic,108021,3,4,140,43726.95
958,BMW,2009,2.2,Petrol,Manual,8271,2,1,225,43191.45
959,Toyota,2007,1.2,Hybrid,Manual,181554,3,1,171,28432.3
960,Hyundai,2005,3.4,Petrol,Automatic,5209,2,2,82,40185.55
961,Ford,2008,2.6,Hybrid,Manual,141611,3,3,340,43549.45
962,Honda,2006,4.9,Diesel,Manual,24977,2,3,361,59262.15
963,Toyota,2009,3.2,Petrol,Automatic,114920,3,2,289,44518.0
964,Toyota,2007,2.1,Petrol,Manual,133156,2,3,84,26378.2
965,Tesla,2013,3.8,Hybrid,Automatic,104588,3,1,307,51926.6
966,Honda,2010,2.1,Diesel,Manual,73684,3,4,186,36494.8
967,Tesla,2022,4.6,Hybrid,Automatic,128862,3,1,125,56603.9
968,Ford,2010,2.5,Hybrid,Manual,10607,2,1,201,43403.65
969,Toyota,2023,3.2,Petrol,Manual,99786,4,4,295,56855.7
970,Toyota,2016,1.2,Electric,Manual,131406,3,2,377,47726.7
971,Hyundai,2015,2.7,Electric,Automatic,188011,3,1,291,48376.45
972,Ford,2006,4.3,Hybrid,Manual,154666,2,1,242,48078.7
973,Toyota,2019,4.2,Petrol,Manual,194454,3,2,354,59676.3
974,Ford,2016,1.9,Diesel,Automatic,12399,3,1,378,57489.05
975,Honda,2016,1.9,Electric,Automatic,131812,3,1,226,41911.4
976,BMW,2013,4.3,Diesel,Manual,161189,3,3,220,46469.55
977,Toyota,2006,4.7,Electric,Manual,103662,4,2,254,50078.9
978,Hyundai,2007,1.4,Petrol,Manual,38617,4,1,247,36045.15
979,Honda,2016,2.8,Hybrid,Manual,143570,3,1,90,39110.5
980,Ford,2020,2.3,Diesel,Automatic,107826,3,4,181,45274.7
981,Tesla,2005,4.5,Diesel,Manual,134851,3,4,240,42981.45
982,Honda,2007,1.3,Hybrid,Manual,116077,4,4,207,31022.15
983,Toyota,2006,1.8,Diesel,Automatic,55624,4,1,302,41038.8
984,Ford,2013,4.0,Electric,Manual,14628,2,1,99,52233.6
985,BMW,2023,1.2,Hybrid,Manual,136401,2,4,376,49694.95
986,Honda,2019,3.0,Electric,Manual,43619,3,3,230,53787.05
987,Toyota,2022,2.8,Electric,Automatic,12032,3,3,147,51131.4
988,Hyundai,2015,2.3,Petrol,Automatic,184166,4,3,347,43054.7
989,Tesla,2020,2.6,Electric,Manual,43034,3,3,389,60895.3
990,Ford,2021,3.1,Petrol,Manual,107658,3,2,90,46065.1
991,Honda,2009,1.6,Diesel,Automatic,126123,4,4,212,34401.85
992,Honda,2016,3.3,Diesel,Manual,91158,4,1,105,44800.1
993,BMW,2015,4.2,Petrol,Manual,60264,4,4,372,60917.8
994,BMW,2019,4.0,Electric,Automatic,99120,4,3,283,56572.0
995,Hyundai,2007,1.6,Hybrid,Automatic,52850,2,1,101,28804.5
996,Tesla,2005,1.6,Hybrid,Automatic,9722,4,2,255,38109.9
997,Hyundai,2020,2.1,Petrol,Manual,22772,4,4,243,47440.4
998,Toyota,2006,2.4,Diesel,Manual,91105,3,1,123,35212.75
999,Toyota,2006,2.6,Diesel,Manual,177751,3,1,230,35503.45
1000,Hyundai,2007,3.7,Hybrid,Manual,9576,3,3,319,51833.2
1001,Tesla,2012,1.2,Petrol,Automatic,162779,2,3,320,34794.05
1002,Hyundai,2019,1.1,Hybrid,Manual,104404,4,4,348,43153.8
1003,Tesla,2011,2.6,Electric,Manual,177704,4,2,240,40497.8
1004,Tesla,2010,3.8,Electric,Automatic,46476,2,1,252,52756.2
1005,Ford,2013,1.8,Petrol,Automatic,166357,4,3,71,27974.15
1006,Tesla,2005,3.6,Petrol,Manual,29154,3,4,263,43909.3
1007,BMW,2012,2.0,Electric,Automatic,156126,2,3,235,35007.7
1008,Tesla,2007,4.5,Diesel,Automatic,22165,4,4,316,56199.75
1009,Tesla,2008,4.6,Petrol,Manual,19439,2,3,313,58252.05
1010,Tesla,2019,2.2,Electric,Manual,123211,2,2,179,44759.45
1011,Toyota,2010,1.9,Electric,Manual,49518,4,1,392,52457.1
1012,BMW,2019,2.6,Diesel,Manual,31962,3,3,140,43614.9
1013,BMW,2007,2.0,Diesel,Automatic,190006,4,1,233,32042.699999999997
1014,Hyundai,2018,3.7,Diesel,Automatic,42763,4,4,354,59506.85
1015,Ford,2018,4.3,Diesel,Manual,121189,3,2,182,50977.55
1016,Tesla,2008,3.7,Hybrid,Manual,115290,4,1,297,50113.5
1017,Honda,2016,4.3,Diesel,Automatic,115814,4,3,370,58468.3
1018,Ford,2021,2.6,Hybrid,Manual,24464,4,1,85,45082.8
1019,Ford,2011,1.6,Petrol,Manual,178108,2,1,100,29023.6
1020,BMW,2013,4.0,Electric,Manual,128980,2,4,231,48574.0
1021,Ford,2007,2.4,Hybrid,Manual,169342,2,2,375,40165.9
1022,Tesla,2017,3.7,Petrol,Automatic,47299,4,2,262,59780.05
1023,Tesla,2019,2.1,Petrol,Manual,36541,3,1,279,53309.95
1024,Toyota,2022,1.3,Hybrid,Automatic,78545,2,1,301,49406.75
1025,Tesla,2023,5.0,Petrol,Manual,134188,3,4,253,58698.6
1026,Tesla,2005,1.6,Petrol,Manual,34765,4,1,84,30252.75
1027,BMW,2010,5.0,Hybrid,Automatic,28769,2,4,374,64110.55
1028,Tesla,2006,4.9,Petrol,Manual,25156,4,2,278,58640.2
1029,Toyota,2018,4.2,Diesel,Automatic,186553,3,2,241,52309.35
1030,Honda,2010,3.6,Diesel,Manual,149507,2,4,335,48773.65
1031,BMW,2018,3.3,Electric,Manual,182408,2,1,89,39454.6
1032,Honda,2008,4.5,Petrol,Manual,172207,2,2,139,43734.65
1033,BMW,2012,2.2,Electric,Manual,78631,2,3,77,32815.45
1034,Hyundai,2007,2.9,Diesel,Manual,42909,3,4,103,32381.550000000003
1035,Ford,2023,3.5,Diesel,Automatic,74487,2,2,293,62032.65
1036,Hyundai,2018,2.6,Diesel,Automatic,157540,4,2,248,44909.0
1037,Tesla,2021,2.7,Petrol,Manual,52655,2,2,315,57961.25
1038,Honda,2012,2.3,Petrol,Manual,170413,3,3,329,41822.35
1039,Tesla,2018,3.3,Diesel,Automatic,56786,2,3,177,47301.7
1040,Ford,2010,4.4,Electric,Automatic,73304,3,3,311,52852.8
1041,BMW,2020,1.8,Electric,Manual,108606,3,1,93,38409.7
1042,Ford,2023,4.7,Hybrid,Manual,182586,4,4,285,61171.7
1043,Toyota,2018,3.8,Diesel,Automatic,125938,2,1,124,47531.1
1044,Ford,2023,4.3,Electric,Manual,170051,2,3,95,48773.45
1045,Toyota,2007,3.2,Diesel,Automatic,85981,2,4,350,46645.95
1046,Ford,2014,4.1,Electric,Manual,60107,4,1,361,63108.65
1047,Toyota,2023,1.1,Hybrid,Automatic,137232,4,1,396,52145.4
1048,Honda,2013,4.3,Hybrid,Automatic,92897,3,1,255,54605.15
1049,Tesla,2017,1.2,Diesel,Manual,77577,3,3,81,32451.15
1050,Tesla,2011,4.6,Electric,Automatic,146918,3,2,198,49724.1
1051,Hyundai,2018,5.0,Petrol,Manual,109180,4,4,277,61629.0
1052,Tesla,2013,2.2,Hybrid,Manual,24924,4,3,202,40338.8
1053,BMW,2023,1.8,Diesel,Manual,116193,4,4,265,46974.35
1054,Ford,2019,4.1,Diesel,Manual,149954,3,3,331,59251.3
1055,Hyundai,2018,2.0,Electric,Automatic,6095,4,1,351,55884.25
1056,BMW,2010,4.5,Diesel,Manual,109205,3,1,172,49003.75
1057,BMW,2008,1.4,Hybrid,Manual,177055,3,2,189,27042.25
1058,Toyota,2012,1.5,Diesel,Manual,19123,2,2,252,40797.85
1059,Tesla,2021,4.9,Diesel,Manual,50278,2,4,78,55087.1
1060,Honda,2013,3.7,Petrol,Automatic,102911,2,2,114,44183.45
1061,Honda,2005,4.4,Petrol,Manual,56999,3,2,313,55790.05
1062,Hyundai,2018,2.3,Hybrid,Automatic,36153,2,4,339,52711.35
1063,Honda,2015,3.7,Electric,Automatic,23344,2,3,181,48657.8
1064,Ford,2007,3.4,Petrol,Automatic,42656,2,2,124,42413.2
1065,Honda,2013,3.4,Electric,Manual,6212,4,3,84,47006.4
1066,Hyundai,2018,3.7,Hybrid,Manual,125385,3,1,106,48020.75
1067,Honda,2013,3.3,Petrol,Manual,145073,2,2,247,44101.35
1068,Ford,2008,2.7,Electric,Manual,83784,4,1,196,42191.8
1069,Toyota,2008,2.1,Petrol,Automatic,103723,4,1,186,35945.85
1070,Hyundai,2012,4.1,Hybrid,Automatic,86144,4,3,141,42970.8
1071,Toyota,2006,1.9,Hybrid,Manual,172499,2,4,180,28026.05
1072,Toyota,2013,3.8,Petrol,Manual,36368,4,2,218,53807.6
1073,Toyota,2018,1.9,Electric,Manual,66160,3,3,254,46860.0
1074,BMW,2013,3.5,Diesel,Manual,161926,4,4,174,42759.7
1075,Tesla,2020,4.0,Diesel,Manual,15715,4,1,216,60416.25
1076,BMW,2021,1.9,Petrol,Manual,63784,4,2,290,50257.8
1077,Tesla,2020,1.2,Electric,Manual,134193,4,1,383,49996.35
1078,Toyota,2016,1.5,Diesel,Automatic,104644,3,1,75,34708.8
1079,Hyundai,2007,3.4,Hybrid,Automatic,31797,2,2,329,50653.15
1080,Tesla,2015,4.4,Electric,Automatic,52573,3,4,368,60818.350000000006
1081,Ford,2018,1.2,Diesel,Automatic,81120,3,4,111,33998.0
1082,Ford,2022,3.9,Electric,Manual,19780,2,2,328,67866.0
1083,Honda,2009,2.4,Petrol,Manual,42905,4,2,340,47188.75
1084,Tesla,2020,2.9,Electric,Manual,157645,2,3,116,39259.75
1085,Hyundai,2009,4.7,Diesel,Manual,121049,2,3,154,44318.55
1086,BMW,2007,2.3,Petrol,Manual,134651,3,1,243,38877.45
1087,Toyota,2016,2.9,Electric,Automatic,38359,2,2,127,46635.05
1088,Honda,2005,1.1,Hybrid,Manual,71062,4,4,268,31959.9
1089,Ford,2013,1.3,Diesel,Automatic,78391,3,1,278,39271.45
1090,BMW,2013,2.0,Petrol,Manual,48463,4,1,317,48105.85
1091,BMW,2008,1.1,Electric,Automatic,104596,3,1,280,33570.2
1092,Toyota,2007,3.5,Hybrid,Manual,100018,4,1,108,40182.1
1093,Tesla,2021,2.7,Diesel,Automatic,21571,2,4,321,56765.45
1094,Ford,2006,3.2,Hybrid,Manual,155214,2,1,200,36191.3
1095,Hyundai,2005,1.7,Electric,Manual,30104,2,2,360,41288.8
1096,BMW,2012,2.2,Electric,Manual,13625,4,3,319,46333.75
1097,Toyota,2017,3.7,Petrol,Manual,44199,3,4,121,50229.05
1098,Hyundai,2019,4.9,Hybrid,Automatic,125725,3,2,83,50738.75
1099,Tesla,2012,1.2,Petrol,Manual,151998,3,2,225,33495.1
1100,Ford,2016,4.6,Diesel,Automatic,36218,2,2,99,55084.1
1101,Tesla,2016,3.3,Petrol,Manual,180544,4,3,159,38709.8
1102,BMW,2018,3.3,Diesel,Automatic,96916,3,3,236,50792.2
1103,Hyundai,2019,3.0,Electric,Manual,128182,4,3,138,43316.9
1104,Hyundai,2019,1.3,Electric,Manual,25566,3,2,232,43970.7
1105,Hyundai,2013,1.4,Hybrid,Automatic,192197,2,3,311,37841.15
1106,BMW,2023,3.4,Diesel,Manual,38205,4,1,121,52588.75
1107,BMW,2012,2.4,Electric,Manual,114084,3,3,211,41647.8
1108,Tesla,2023,4.7,Hybrid,Automatic,34717,3,4,132,59839.15
1109,Honda,2010,2.6,Hybrid,Manual,186056,3,2,361,45206.2
1110,Tesla,2023,1.6,Petrol,Automatic,112292,3,2,160,41175.4
1111,Ford,2008,3.9,Hybrid,Manual,161207,2,1,221,41972.65
1112,Toyota,2011,2.2,Electric,Automatic,164236,3,3,226,37534.2
1113,Hyundai,2008,3.1,Petrol,Automatic,43562,3,3,378,50279.9
1114,Honda,2016,3.8,Diesel,Automatic,25169,2,4,219,54878.55
1115,Toyota,2017,4.6,Diesel,Automatic,195930,3,1,397,60470.5
